# t = 1.00000000e-02, y = 5.00000000e-01
# x phi_numerical phi_analytical
5.14514515e-01 -4.55589963e-02 -4.55604033e-02
5.15515516e-01 -4.86985876e-02 -4.87000916e-02
5.16516517e-01 -5.18376973e-02 -5.18392983e-02
5.17517518e-01 -5.49762944e-02 -5.49779923e-02
5.18518519e-01 -5.81143478e-02 -5.81161427e-02
5.19519520e-01 -6.12518265e-02 -6.12537183e-02
5.20520521e-01 -6.43886995e-02 -6.43906881e-02
5.21521522e-01 -6.75249357e-02 -6.75270212e-02
5.22522523e-01 -7.06605041e-02 -7.06626864e-02
5.23523524e-01 -7.37953737e-02 -7.37976529e-02
5.24524525e-01 -7.69295135e-02 -7.69318895e-02
5.25525526e-01 -8.00628926e-02 -8.00653653e-02
5.26526527e-01 -8.31954799e-02 -8.31980493e-02
5.27527528e-01 -8.63272444e-02 -8.63299106e-02
5.28528529e-01 -8.94581552e-02 -8.94609181e-02
5.29529530e-01 -9.25881813e-02 -9.25910409e-02
5.30530531e-01 -9.57172918e-02 -9.57202480e-02
5.31531532e-01 -9.88454557e-02 -9.88485085e-02
5.32532533e-01 -1.01972642e-01 -1.01975792e-01
5.33533534e-01 -1.05098820e-01 -1.05102066e-01
5.34534535e-01 -1.08223959e-01 -1.08227301e-01
5.35535536e-01 -1.11348027e-01 -1.11351466e-01
5.36536537e-01 -1.14470994e-01 -1.14474530e-01
5.37537538e-01 -1.17592829e-01 -1.17596461e-01
5.38538539e-01 -1.20713501e-01 -1.20717230e-01
5.39539540e-01 -1.23832980e-01 -1.23836804e-01
5.40540541e-01 -1.26951234e-01 -1.26955154e-01
5.41541542e-01 -1.30068232e-01 -1.30072249e-01
5.42542543e-01 -1.33183944e-01 -1.33188057e-01
5.43543544e-01 -1.36298339e-01 -1.36302548e-01
5.44544545e-01 -1.39411386e-01 -1.39415692e-01
5.45545546e-01 -1.42523054e-01 -1.42527456e-01
5.46546547e-01 -1.45633313e-01 -1.45637811e-01
5.47547548e-01 -1.48742132e-01 -1.48746726e-01
5.48548549e-01 -1.51849479e-01 -1.51854169e-01
5.49549550e-01 -1.54955325e-01 -1.54960111e-01
5.50550551e-01 -1.58059639e-01 -1.58064520e-01
5.51551552e-01 -1.61162389e-01 -1.61167367e-01
5.52552553e-01 -1.64263546e-01 -1.64268619e-01
5.53553554e-01 -1.67363078e-01 -1.67368247e-01
5.54554555e-01 -1.70460955e-01 -1.70466220e-01
5.55555556e-01 -1.73557147e-01 -1.73562507e-01
5.56556557e-01 -1.76651621e-01 -1.76657077e-01
5.57557558e-01 -1.79744349e-01 -1.79749901e-01
5.58558559e-01 -1.82835300e-01 -1.82840947e-01
5.59559560e-01 -1.85924442e-01 -1.85930185e-01
5.60560561e-01 -1.89011746e-01 -1.89017584e-01
5.61561562e-01 -1.92097180e-01 -1.92103113e-01
5.62562563e-01 -1.95180715e-01 -1.95186743e-01
5.63563564e-01 -1.98262319e-01 -1.98268443e-01
5.64564565e-01 -2.01341963e-01 -2.01348182e-01
5.65565566e-01 -2.04419616e-01 -2.04425930e-01
5.66566567e-01 -2.07495247e-01 -2.07501656e-01
5.67567568e-01 -2.10568826e-01 -2.10575330e-01
5.68568569e-01 -2.13640323e-01 -2.13646921e-01
5.69569570e-01 -2.16709707e-01 -2.16716400e-01
5.70570571e-01 -2.19776948e-01 -2.19783735e-01
5.71571572e-01 -2.22842015e-01 -2.22848897e-01
5.72572573e-01 -2.25904878e-01 -2.25911856e-01
5.73573574e-01 -2.28965508e-01 -2.28972580e-01
5.74574575e-01 -2.32023873e-01 -2.32031039e-01
5.75575576e-01 -2.35079944e-01 -2.35087204e-01
5.76576577e-01 -2.38133690e-01 -2.38141045e-01
5.77577578e-01 -2.41185081e-01 -2.41192530e-01
5.78578579e-01 -2.44234086e-01 -2.44241629e-01
5.79579580e-01 -2.47280677e-01 -2.47288314e-01
5.80580581e-01 -2.50324822e-01 -2.50332553e-01
5.81581582e-01 -2.53366491e-01 -2.53374316e-01
5.82582583e-01 -2.56405655e-01 -2.56413574e-01
5.83583584e-01 -2.59442283e-01 -2.59450296e-01
5.84584585e-01 -2.62476345e-01 -2.62484452e-01
5.85585586e-01 -2.65507812e-01 -2.65516012e-01
5.86586587e-01 -2.68536652e-01 -2.68544946e-01
5.87587588e-01 -2.71562838e-01 -2.71571225e-01
5.88588589e-01 -2.74586337e-01 -2.74594818e-01
5.89589590e-01 -2.77607122e-01 -2.77615696e-01
5.90590591e-01 -2.80625160e-01 -2.80633828e-01
5.91591592e-01 -2.83640424e-01 -2.83649184e-01
5.92592593e-01 -2.86652883e-01 -2.86661736e-01
5.93593594e-01 -2.89662506e-01 -2.89671453e-01
5.94594595e-01 -2.92669265e-01 -2.92678305e-01
5.95595596e-01 -2.95673130e-01 -2.95682262e-01
5.96596597e-01 -2.98674071e-01 -2.98683296e-01
5.97597598e-01 -3.01672058e-01 -3.01681376e-01
5.98598599e-01 -3.04667062e-01 -3.04676472e-01
5.99599600e-01 -3.07659053e-01 -3.07668555e-01
6.00600601e-01 -3.10648001e-01 -3.10657596e-01
6.01601602e-01 -3.13633878e-01 -3.13643564e-01
6.02602603e-01 -3.16616652e-01 -3.16626431e-01
6.03603604e-01 -3.19596295e-01 -3.19606166e-01
6.04604605e-01 -3.22572778e-01 -3.22582741e-01
6.05605606e-01 -3.25546071e-01 -3.25556126e-01
6.06606607e-01 -3.28516144e-01 -3.28526291e-01
6.07607608e-01 -3.31482969e-01 -3.31493207e-01
6.08608609e-01 -3.34446515e-01 -3.34456845e-01
6.09609610e-01 -3.37406754e-01 -3.37417175e-01
6.10610611e-01 -3.40363656e-01 -3.40374169e-01
6.11611612e-01 -3.43317192e-01 -3.43327796e-01
6.12612613e-01 -3.46267333e-01 -3.46278028e-01
6.13613614e-01 -3.49214050e-01 -3.49224836e-01
6.14614615e-01 -3.52157313e-01 -3.52168190e-01
6.15615616e-01 -3.55097094e-01 -3.55108061e-01
6.16616617e-01 -3.58033362e-01 -3.58044420e-01
6.17617618e-01 -3.60966090e-01 -3.60977239e-01
6.18618619e-01 -3.63895249e-01 -3.63906488e-01
6.19619620e-01 -3.66820809e-01 -3.66832138e-01
6.20620621e-01 -3.69742741e-01 -3.69754160e-01
6.21621622e-01 -3.72661016e-01 -3.72672526e-01
6.22622623e-01 -3.75575606e-01 -3.75587206e-01
6.23623624e-01 -3.78486482e-01 -3.78498172e-01
6.24624625e-01 -3.81393615e-01 -3.81405395e-01
6.25625626e-01 -3.84296976e-01 -3.84308845e-01
6.26626627e-01 -3.87196537e-01 -3.87208496e-01
6.27627628e-01 -3.90092269e-01 -3.90104317e-01
6.28628629e-01 -3.92984143e-01 -3.92996280e-01
6.29629630e-01 -3.95872130e-01 -3.95884357e-01
6.30630631e-01 -3.98756203e-01 -3.98768518e-01
6.31631632e-01 -4.01636332e-01 -4.01648736e-01
6.32632633e-01 -4.04512489e-01 -4.04524982e-01
6.33633634e-01 -4.07384646e-01 -4.07397228e-01
6.34634635e-01 -4.10252774e-01 -4.10265445e-01
6.35635636e-01 -4.13116845e-01 -4.13129604e-01
6.36636637e-01 -4.15976830e-01 -4.15989678e-01
6.37637638e-01 -4.18832702e-01 -4.18845638e-01
6.38638639e-01 -4.21684432e-01 -4.21697456e-01
6.39639640e-01 -4.24531991e-01 -4.24545103e-01
6.40640641e-01 -4.27375352e-01 -4.27388552e-01
6.41641642e-01 -4.30214487e-01 -4.30227774e-01
6.42642643e-01 -4.33049367e-01 -4.33062742e-01
6.43643644e-01 -4.35879965e-01 -4.35893427e-01
6.44644645e-01 -4.38706252e-01 -4.38719801e-01
6.45645646e-01 -4.41528200e-01 -4.41541837e-01
6.46646647e-01 -4.44345782e-01 -4.44359506e-01
6.47647648e-01 -4.47158970e-01 -4.47172781e-01
6.48648649e-01 -4.49967736e-01 -4.49981633e-01
6.49649650e-01 -4.52772051e-01 -4.52786035e-01
6.50650651e-01 -4.55571889e-01 -4.55585960e-01
6.51651652e-01 -4.58367222e-01 -4.58381379e-01
6.52652653e-01 -4.61158022e-01 -4.61172265e-01
6.53653654e-01 -4.63944261e-01 -4.63958590e-01
6.54654655e-01 -4.66725912e-01 -4.66740327e-01
6.55655656e-01 -4.69502948e-01 -4.69517449e-01
6.56656657e-01 -4.72275340e-01 -4.72289927e-01
6.57657658e-01 -4.75043062e-01 -4.75057734e-01
6.58658659e-01 -4.77806086e-01 -4.77820844e-01
6.59659660e-01 -4.80564385e-01 -4.80579228e-01
6.60660661e-01 -4.83317931e-01 -4.83332859e-01
6.61661662e-01 -4.86066698e-01 -4.86081711e-01
6.62662663e-01 -4.88810658e-01 -4.88825755e-01
6.63663664e-01 -4.91549784e-01 -4.91564965e-01
6.64664665e-01 -4.94284048e-01 -4.94299315e-01
6.65665666e-01 -4.97013425e-01 -4.97028775e-01
6.66666667e-01 -4.99737886e-01 -4.99753321e-01
6.67667668e-01 -5.02457405e-01 -5.02472924e-01
6.68668669e-01 -5.05171956e-01 -5.05187558e-01
6.69669670e-01 -5.07881510e-01 -5.07897196e-01
6.70670671e-01 -5.10586042e-01 -5.10601812e-01
6.71671672e-01 -5.13285524e-01 -5.13301377e-01
6.72672673e-01 -5.15979931e-01 -5.15995867e-01
6.73673674e-01 -5.18669234e-01 -5.18685254e-01
6.74674675e-01 -5.21353409e-01 -5.21369511e-01
6.75675676e-01 -5.24032427e-01 -5.24048612e-01
6.76676677e-01 -5.26706263e-01 -5.26722531e-01
6.77677678e-01 -5.29374891e-01 -5.29391241e-01
6.78678679e-01 -5.32038283e-01 -5.32054715e-01
6.79679680e-01 -5.34696413e-01 -5.34712928e-01
6.80680681e-01 -5.37349256e-01 -5.37365853e-01
6.81681682e-01 -5.39996785e-01 -5.40013463e-01
6.82682683e-01 -5.42638974e-01 -5.42655733e-01
6.83683684e-01 -5.45275796e-01 -5.45292637e-01
6.84684685e-01 -5.47907226e-01 -5.47924148e-01
6.85685686e-01 -5.50533237e-01 -5.50550240e-01
6.86686687e-01 -5.53153804e-01 -5.53170888e-01
6.87687688e-01 -5.55768900e-01 -5.55786066e-01
6.88688689e-01 -5.58378501e-01 -5.58395747e-01
6.89689690e-01 -5.60982579e-01 -5.60999905e-01
6.90690691e-01 -5.63581110e-01 -5.63598516e-01
6.91691692e-01 -5.66174067e-01 -5.66191553e-01
6.92692693e-01 -5.68761425e-01 -5.68778991e-01
6.93693694e-01 -5.71343158e-01 -5.71360804e-01
6.94694695e-01 -5.73919241e-01 -5.73936967e-01
6.95695696e-01 -5.76489649e-01 -5.76507454e-01
6.96696697e-01 -5.79054355e-01 -5.79072239e-01
6.97697698e-01 -5.81613335e-01 -5.81631298e-01
6.98698699e-01 -5.84166563e-01 -5.84184605e-01
6.99699700e-01 -5.86714014e-01 -5.86732135e-01
7.00700701e-01 -5.89255663e-01 -5.89273862e-01
7.01701702e-01 -5.91791484e-01 -5.91809762e-01
7.02702703e-01 -5.94321453e-01 -5.94339809e-01
7.03703704e-01 -5.96845545e-01 -5.96863978e-01
7.04704705e-01 -5.99363734e-01 -5.99382245e-01
7.05705706e-01 -6.01875995e-01 -6.01894585e-01
7.06706707e-01 -6.04382305e-01 -6.04400972e-01
7.07707708e-01 -6.06882638e-01 -6.06901381e-01
7.08708709e-01 -6.09376969e-01 -6.09395789e-01
7.09709710e-01 -6.11865273e-01 -6.11884171e-01
7.10710711e-01 -6.14347527e-01 -6.14366501e-01
7.11711712e-01 -6.16823705e-01 -6.16842756e-01
7.12712713e-01 -6.19293783e-01 -6.19312910e-01
7.13713714e-01 -6.21757737e-01 -6.21776940e-01
7.14714715e-01 -6.24215542e-01 -6.24234821e-01
7.15715716e-01 -6.26667174e-01 -6.26686528e-01
7.16716717e-01 -6.29112608e-01 -6.29132038e-01
7.17717718e-01 -6.31551821e-01 -6.31571327e-01
7.18718719e-01 -6.33984788e-01 -6.34004369e-01
7.19719720e-01 -6.36411486e-01 -6.36431142e-01
7.20720721e-01 -6.38831890e-01 -6.38851620e-01
7.21721722e-01 -6.41245976e-01 -6.41265781e-01
7.22722723e-01 -6.43653721e-01 -6.43673600e-01
7.23723724e-01 -6.46055100e-01 -6.46075054e-01
7.24724725e-01 -6.48450091e-01 -6.48470118e-01
7.25725726e-01 -6.50838668e-01 -6.50858770e-01
7.26726727e-01 -6.53220809e-01 -6.53240984e-01
7.27727728e-01 -6.55596491e-01 -6.55616739e-01
7.28728729e-01 -6.57965688e-01 -6.57986010e-01
7.29729730e-01 -6.60328379e-01 -6.60348774e-01
7.30730731e-01 -6.62684540e-01 -6.62705007e-01
7.31731732e-01 -6.65034147e-01 -6.65054687e-01
7.32732733e-01 -6.67377178e-01 -6.67397790e-01
7.33733734e-01 -6.69713608e-01 -6.69734293e-01
7.34734735e-01 -6.72043416e-01 -6.72064172e-01
7.35735736e-01 -6.74366577e-01 -6.74387405e-01
7.36736737e-01 -6.76683069e-01 -6.76703969e-01
7.37737738e-01 -6.78992870e-01 -6.79013841e-01
7.38738739e-01 -6.81295955e-01 -6.81316997e-01
7.39739740e-01 -6.83592303e-01 -6.83613416e-01
7.40740741e-01 -6.85881891e-01 -6.85903075e-01
7.41741742e-01 -6.88164696e-01 -6.88185950e-01
7.42742743e-01 -6.90440695e-01 -6.90462019e-01
7.43743744e-01 -6.92709866e-01 -6.92731261e-01
7.44744745e-01 -6.94972187e-01 -6.94993651e-01
7.45745746e-01 -6.97227635e-01 -6.97249169e-01
7.46746747e-01 -6.99476188e-01 -6.99497791e-01
7.47747748e-01 -7.01717823e-01 -7.01739496e-01
7.48748749e-01 -7.03952519e-01 -7.03974261e-01
7.49749750e-01 -7.06180253e-01 -7.06202064e-01
7.50750751e-01 -7.08401003e-01 -7.08422883e-01
7.51751752e-01 -7.10614748e-01 -7.10636696e-01
7.52752753e-01 -7.12821466e-01 -7.12843482e-01
7.53753754e-01 -7.15021134e-01 -7.15043218e-01
7.54754755e-01 -7.17213731e-01 -7.17235882e-01
7.55755756e-01 -7.19399235e-01 -7.19421454e-01
7.56756757e-01 -7.21577625e-01 -7.21599911e-01
7.57757758e-01 -7.23748878e-01 -7.23771232e-01
7.58758759e-01 -7.25912975e-01 -7.25935395e-01
7.59759760e-01 -7.28069892e-01 -7.28092379e-01
7.60760761e-01 -7.30219610e-01 -7.30242163e-01
7.61761762e-01 -7.32362106e-01 -7.32384725e-01
7.62762763e-01 -7.34497359e-01 -7.34520044e-01
7.63763764e-01 -7.36625349e-01 -7.36648100e-01
7.64764765e-01 -7.38746054e-01 -7.38768870e-01
7.65765766e-01 -7.40859453e-01 -7.40882335e-01
7.66766767e-01 -7.42965525e-01 -7.42988472e-01
7.67767768e-01 -7.45064250e-01 -7.45087262e-01
7.68768769e-01 -7.47155607e-01 -7.47178684e-01
7.69769770e-01 -7.49239575e-01 -7.49262716e-01
7.70770771e-01 -7.51316134e-01 -7.51339339e-01
7.71771772e-01 -7.53385262e-01 -7.53408531e-01
7.72772773e-01 -7.55446940e-01 -7.55470272e-01
7.73773774e-01 -7.57501147e-01 -7.57524543e-01
7.74774775e-01 -7.59547863e-01 -7.59571322e-01
7.75775776e-01 -7.61587067e-01 -7.61610589e-01
7.76776777e-01 -7.63618740e-01 -7.63642325e-01
7.77777778e-01 -7.65642861e-01 -7.65666509e-01
7.78778779e-01 -7.67659411e-01 -7.67683120e-01
7.79779780e-01 -7.69668368e-01 -7.69692140e-01
7.80780781e-01 -7.71669715e-01 -7.71693548e-01
7.81781782e-01 -7.73663429e-01 -7.73687324e-01
7.82782783e-01 -7.75649493e-01 -7.75673450e-01
7.83783784e-01 -7.77627886e-01 -7.77651904e-01
7.84784785e-01 -7.79598589e-01 -7.79622668e-01
7.85785786e-01 -7.81561582e-01 -7.81585721e-01
7.86786787e-01 -7.83516846e-01 -7.83541046e-01
7.87787788e-01 -7.85464362e-01 -7.85488621e-01
7.88788789e-01 -7.87404110e-01 -7.87428429e-01
7.89789790e-01 -7.89336070e-01 -7.89360450e-01
7.90790791e-01 -7.91260225e-01 -7.91284664e-01
7.91791792e-01 -7.93176555e-01 -7.93201053e-01
7.92792793e-01 -7.95085041e-01 -7.95109597e-01
7.93793794e-01 -7.96985664e-01 -7.97010279e-01
7.94794795e-01 -7.98878405e-01 -7.98903079e-01
7.95795796e-01 -8.00763246e-01 -8.00787978e-01
7.96796797e-01 -8.02640167e-01 -8.02664957e-01
7.97797798e-01 -8.04509151e-01 -8.04533999e-01
7.98798799e-01 -8.06370179e-01 -8.06395085e-01
7.99799800e-01 -8.08223233e-01 -8.08248195e-01
8.00800801e-01 -8.10068294e-01 -8.10093313e-01
8.01801802e-01 -8.11905343e-01 -8.11930420e-01
8.02802803e-01 -8.13734364e-01 -8.13759496e-01
8.03803804e-01 -8.15555337e-01 -8.15580526e-01
8.04804805e-01 -8.17368245e-01 -8.17393490e-01
8.05805806e-01 -8.19173069e-01 -8.19198370e-01
8.06806807e-01 -8.20969793e-01 -8.20995149e-01
8.07807808e-01 -8.22758397e-01 -8.22783809e-01
8.08808809e-01 -8.24538865e-01 -8.24564332e-01
8.09809810e-01 -8.26311179e-01 -8.26336700e-01
8.10810811e-01 -8.28075321e-01 -8.28100897e-01
8.11811812e-01 -8.29831274e-01 -8.29856904e-01
8.12812813e-01 -8.31579021e-01 -8.31604705e-01
8.13813814e-01 -8.33318544e-01 -8.33344281e-01
8.14814815e-01 -8.35049825e-01 -8.35075616e-01
8.15815816e-01 -8.36772849e-01 -8.36798693e-01
8.16816817e-01 -8.38487598e-01 -8.38513495e-01
8.17817818e-01 -8.40194054e-01 -8.40220004e-01
8.18818819e-01 -8.41892201e-01 -8.41918204e-01
8.19819820e-01 -8.43582023e-01 -8.43608077e-01
8.20820821e-01 -8.45263502e-01 -8.45289608e-01
8.21821822e-01 -8.46936622e-01 -8.46962780e-01
8.22822823e-01 -8.48601366e-01 -8.48627576e-01
8.23823824e-01 -8.50257719e-01 -8.50283979e-01
8.24824825e-01 -8.51905662e-01 -8.51931974e-01
8.25825826e-01 -8.53545181e-01 -8.53571543e-01
8.26826827e-01 -8.55176259e-01 -8.55202672e-01
8.27827828e-01 -8.56798880e-01 -8.56825342e-01
8.28828829e-01 -8.58413027e-01 -8.58439540e-01
8.29829830e-01 -8.60018686e-01 -8.60045248e-01
8.30830831e-01 -8.61615839e-01 -8.61642450e-01
8.31831832e-01 -8.63204471e-01 -8.63231132e-01
8.32832833e-01 -8.64784567e-01 -8.64811277e-01
8.33833834e-01 -8.66356111e-01 -8.66382869e-01
8.34834835e-01 -8.67919087e-01 -8.67945893e-01
8.35835836e-01 -8.69473480e-01 -8.69500334e-01
8.36836837e-01 -8.71019274e-01 -8.71046176e-01
8.37837838e-01 -8.72556455e-01 -8.72583404e-01
8.38838839e-01 -8.74085006e-01 -8.74112003e-01
8.39839840e-01 -8.75604914e-01 -8.75631957e-01
8.40840841e-01 -8.77116162e-01 -8.77143252e-01
8.41841842e-01 -8.78618736e-01 -8.78645873e-01
8.42842843e-01 -8.80112621e-01 -8.80139804e-01
8.43843844e-01 -8.81597802e-01 -8.81625031e-01
8.44844845e-01 -8.83074265e-01 -8.83101539e-01
8.45845846e-01 -8.84541995e-01 -8.84569315e-01
8.46846847e-01 -8.86000977e-01 -8.86028342e-01
8.47847848e-01 -8.87451198e-01 -8.87478607e-01
8.48848849e-01 -8.88892641e-01 -8.88920095e-01
8.49849850e-01 -8.90325295e-01 -8.90352793e-01
8.50850851e-01 -8.91749143e-01 -8.91776686e-01
8.51851852e-01 -8.93164173e-01 -8.93191759e-01
8.52852853e-01 -8.94570370e-01 -8.94597999e-01
8.53853854e-01 -8.95967720e-01 -8.95995393e-01
8.54854855e-01 -8.97356210e-01 -8.97383925e-01
8.55855856e-01 -8.98735825e-01 -8.98763583e-01
8.56856857e-01 -9.00106553e-01 -9.00134353e-01
8.57857858e-01 -9.01468379e-01 -9.01496221e-01
8.58858859e-01 -9.02821290e-01 -9.02849174e-01
8.59859860e-01 -9.04165273e-01 -9.04193198e-01
8.60860861e-01 -9.05500314e-01 -9.05528281e-01
8.61861862e-01 -9.06826400e-01 -9.06854408e-01
8.62862863e-01 -9.08143518e-01 -9.08171567e-01
8.63863864e-01 -9.09451656e-01 -9.09479745e-01
8.64864865e-01 -9.10750799e-01 -9.10778928e-01
8.65865866e-01 -9.12040936e-01 -9.12069105e-01
8.66866867e-01 -9.13322053e-01 -9.13350261e-01
8.67867868e-01 -9.14594138e-01 -9.14622386e-01
8.68868869e-01 -9.15857178e-01 -9.15885465e-01
8.69869870e-01 -9.17111161e-01 -9.17139487e-01
8.70870871e-01 -9.18356075e-01 -9.18384439e-01
8.71871872e-01 -9.19591906e-01 -9.19620308e-01
8.72872873e-01 -9.20818643e-01 -9.20847083e-01
8.73873874e-01 -9.22036274e-01 -9.22064752e-01
8.74874875e-01 -9.23244787e-01 -9.23273302e-01
8.75875876e-01 -9.24444169e-01 -9.24472721e-01
8.76876877e-01 -9.25634409e-01 -9.25662998e-01
8.77877878e-01 -9.26815495e-01 -9.26844121e-01
8.78878879e-01 -9.27987416e-01 -9.28016077e-01
8.79879880e-01 -9.29150159e-01 -9.29178857e-01
8.80880881e-01 -9.30303714e-01 -9.30332447e-01
8.81881882e-01 -9.31448068e-01 -9.31476837e-01
8.82882883e-01 -9.32583211e-01 -9.32612015e-01
8.83883884e-01 -9.33709132e-01 -9.33737970e-01
8.84884885e-01 -9.34825819e-01 -9.34854691e-01
8.85885886e-01 -9.35933260e-01 -9.35962167e-01
8.86886887e-01 -9.37031446e-01 -9.37060387e-01
8.87887888e-01 -9.38120366e-01 -9.38149340e-01
8.88888889e-01 -9.39200008e-01 -9.39229015e-01
8.89889890e-01 -9.40270362e-01 -9.40299402e-01
8.90890891e-01 -9.41331417e-01 -9.41360490e-01
8.91891892e-01 -9.42383163e-01 -9.42412269e-01
8.92892893e-01 -9.43425589e-01 -9.43454728e-01
8.93893894e-01 -9.44458686e-01 -9.44487856e-01
8.94894895e-01 -9.45482442e-01 -9.45511644e-01
8.95895896e-01 -9.46496849e-01 -9.46526082e-01
8.96896897e-01 -9.47501895e-01 -9.47531159e-01
8.97897898e-01 -9.48497570e-01 -9.48526865e-01
8.98898899e-01 -9.49483866e-01 -9.49513192e-01
8.99899900e-01 -9.50460772e-01 -9.50490128e-01
9.00900901e-01 -9.51428279e-01 -9.51457664e-01
9.01901902e-01 -9.52386376e-01 -9.52415791e-01
9.02902903e-01 -9.53335055e-01 -9.53364500e-01
9.03903904e-01 -9.54274306e-01 -9.54303780e-01
9.04904905e-01 -9.55204120e-01 -9.55233622e-01
9.05905906e-01 -9.56124488e-01 -9.56154018e-01
9.06906907e-01 -9.57035400e-01 -9.57064959e-01
9.07907908e-01 -9.57936848e-01 -9.57966434e-01
9.08908909e-01 -9.58828822e-01 -9.58858436e-01
9.09909910e-01 -9.59711314e-01 -9.59740955e-01
9.10910911e-01 -9.60584315e-01 -9.60613983e-01
9.11911912e-01 -9.61447817e-01 -9.61477512e-01
9.12912913e-01 -9.62301810e-01 -9.62331531e-01
9.13913914e-01 -9.63146287e-01 -9.63176034e-01
9.14914915e-01 -9.63981239e-01 -9.64011012e-01
9.15915916e-01 -9.64806658e-01 -9.64836457e-01
9.16916917e-01 -9.65622536e-01 -9.65652359e-01
9.17917918e-01 -9.66428864e-01 -9.66458712e-01
9.18918919e-01 -9.67225634e-01 -9.67255508e-01
9.19919920e-01 -9.68012840e-01 -9.68042737e-01
9.20920921e-01 -9.68790472e-01 -9.68820394e-01
9.21921922e-01 -9.69558524e-01 -9.69588469e-01
9.22922923e-01 -9.70316988e-01 -9.70346956e-01
9.23923924e-01 -9.71065855e-01 -9.71095847e-01
9.24924925e-01 -9.71805120e-01 -9.71835134e-01
9.25925926e-01 -9.72534773e-01 -9.72564811e-01
9.26926927e-01 -9.73254809e-01 -9.73284869e-01
9.27927928e-01 -9.73965221e-01 -9.73995302e-01
9.28928929e-01 -9.74666000e-01 -9.74696103e-01
9.29929930e-01 -9.75357141e-01 -9.75387265e-01
9.30930931e-01 -9.76038635e-01 -9.76068781e-01
9.31931932e-01 -9.76710478e-01 -9.76740644e-01
9.32932933e-01 -9.77372661e-01 -9.77402848e-01
9.33933934e-01 -9.78025179e-01 -9.78055386e-01
9.34934935e-01 -9.78668025e-01 -9.78698251e-01
9.35935936e-01 -9.79301192e-01 -9.79331438e-01
9.36936937e-01 -9.79924675e-01 -9.79954940e-01
9.37937938e-01 -9.80538467e-01 -9.80568751e-01
9.38938939e-01 -9.81142561e-01 -9.81172865e-01
9.39939940e-01 -9.81736954e-01 -9.81767275e-01
9.40940941e-01 -9.82321637e-01 -9.82351976e-01
9.41941942e-01 -9.82896606e-01 -9.82926963e-01
9.42942943e-01 -9.83461854e-01 -9.83492229e-01
9.43943944e-01 -9.84017377e-01 -9.84047769e-01
9.44944945e-01 -9.84563168e-01 -9.84593577e-01
9.45945946e-01 -9.85099223e-01 -9.85129648e-01
9.46946947e-01 -9.85625536e-01 -9.85655977e-01
9.47947948e-01 -9.86142101e-01 -9.86172559e-01
9.48948949e-01 -9.86648914e-01 -9.86679388e-01
9.49949950e-01 -9.87145970e-01 -9.87176459e-01
9.50950951e-01 -9.87633264e-01 -9.87663767e-01
9.51951952e-01 -9.88110790e-01 -9.88141309e-01
9.52952953e-01 -9.88578545e-01 -9.88609078e-01
9.53953954e-01 -9.89036524e-01 -9.89067070e-01
9.54954955e-01 -9.89484721e-01 -9.89515282e-01
9.55955956e-01 -9.89923133e-01 -9.89953707e-01
9.56956957e-01 -9.90351755e-01 -9.90382343e-01
9.57957958e-01 -9.90770584e-01 -9.90801184e-01
9.58958959e-01 -9.91179614e-01 -9.91210227e-01
9.59959960e-01 -9.91578842e-01 -9.91609467e-01
9.60960961e-01 -9.91968264e-01 -9.91998902e-01
9.61961962e-01 -9.92347876e-01 -9.92378525e-01
9.62962963e-01 -9.92717675e-01 -9.92748335e-01
9.63963964e-01 -9.93077656e-01 -9.93108327e-01
9.64964965e-01 -9.93427816e-01 -9.93458498e-01
9.65965966e-01 -9.93768152e-01 -9.93798845e-01
9.66966967e-01 -9.94098660e-01 -9.94129363e-01
9.67967968e-01 -9.94419337e-01 -9.94450050e-01
9.68968969e-01 -9.94730180e-01 -9.94760902e-01
9.69969970e-01 -9.95031185e-01 -9.95061917e-01
9.70970971e-01 -9.95322351e-01 -9.95353092e-01
9.71971972e-01 -9.95603673e-01 -9.95634423e-01
9.72972973e-01 -9.95875149e-01 -9.95905907e-01
9.73973974e-01 -9.96136777e-01 -9.96167543e-01
9.74974975e-01 -9.96388554e-01 -9.96419328e-01
9.75975976e-01 -9.96630477e-01 -9.96661258e-01
9.76976977e-01 -9.96862544e-01 -9.96893332e-01
9.77977978e-01 -9.97084752e-01 -9.97115548e-01
9.78978979e-01 -9.97297100e-01 -9.97327903e-01
9.79979980e-01 -9.97499586e-01 -9.97530394e-01
9.80980981e-01 -9.97692206e-01 -9.97723021e-01
9.81981982e-01 -9.97874961e-01 -9.97905781e-01
9.82982983e-01 -9.98047846e-01 -9.98078672e-01
9.83983984e-01 -9.98210862e-01 -9.98241693e-01
9.84984985e-01 -9.98364006e-01 -9.98394842e-01
9.85985986e-01 -9.98507277e-01 -9.98538118e-01
9.86986987e-01 -9.98640673e-01 -9.98671518e-01
9.87987988e-01 -9.98764193e-01 -9.98795042e-01
9.88988989e-01 -9.98877836e-01 -9.98908689e-01
9.89989990e-01 -9.98981601e-01 -9.99012458e-01
9.90990991e-01 -9.99075486e-01 -9.99106346e-01
9.91991992e-01 -9.99159491e-01 -9.99190354e-01
9.92992993e-01 -9.99233615e-01 -9.99264481e-01
9.93993994e-01 -9.99297856e-01 -9.99328726e-01
9.94994995e-01 -9.99352215e-01 -9.99383088e-01
